Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_059183.1	914089	1006518	LG2	minus	cAMP-specific 3',5'-cyclic phosphodiesterase isoform X1	LOC116917832	116917832	protein-coding	XM_045168958.1	XP_045024893.1	923	
NC_059183.1	945272	948945	LG2	plus	uncharacterized LOC116917850	LOC116917850	116917850	lncRNA	XR_004391271.2			
NC_059183.1	1006884	1008066	LG2	plus	mitotic spindle assembly checkpoint protein MAD2B	LOC116917770	116917770	protein-coding	XM_032923365.2	XP_032779256.2	206	
NC_059183.1	1007564	1014115	LG2	minus	reversion-inducing cysteine-rich protein with Kazal motifs	LOC116917769	116917769	protein-coding	XM_032923364.2	XP_032779255.2	836	
NC_059183.1	1014750	1026834	LG2	minus	metabotropic glutamate receptor 2 isoform X2	LOC116917767	116917767	protein-coding	XM_032923362.2	XP_032779253.2	1012	
NC_059183.1	1027190	1029097	LG2	minus	hatching enzyme 1.2	LOC116916461	116916461	protein-coding	XM_032921715.2	XP_032777606.2	368	
NC_059183.1	1031230	1036878	LG2	minus	interaptin	LOC116917825	116917825	protein-coding	XM_045170294.1	XP_045026229.1	1257	
NC_059183.1	1037327	1042983	LG2	plus	cyclic AMP-dependent transcription factor ATF-1 isoform X1	LOC116916941	116916941	protein-coding	XM_032922252.2	XP_032778143.1	389	
NC_059183.1	1043122	1044911	LG2	plus	uncharacterized protein LOC116916943	LOC116916943	116916943	protein-coding	XM_032922257.2	XP_032778148.2	234	
NC_059183.1	1045672	1047240	LG2	minus	uncharacterized gene	LOC116916944	116916944	pseudogene				
NC_059183.1	1048241	1049307	LG2	minus	uncharacterized protein LOC116916945	LOC116916945	116916945	protein-coding	XM_032922260.2	XP_032778151.2	122	
NC_059183.1	1059596	1067399	LG2	minus	toll-like receptor 6	LOC116916947	116916947	protein-coding	XM_032922262.2	XP_032778153.2	1317	
NC_059183.1	1073528	1074947	LG2	plus	coiled-coil domain-containing protein 28A isoform X1	LOC116916952	116916952	protein-coding	XM_032922269.2	XP_032778160.1	188	
NC_059183.1	1075140	1076571	LG2	minus	carbonyl reductase [NADPH] 1	LOC116916949	116916949	protein-coding	XM_032922264.2	XP_032778155.2	296	
NC_059183.1	1077205	1078277	LG2	minus	centrosomal protein 43	LOC116916950	116916950	protein-coding	XM_032922265.2	XP_032778156.1	229	
NC_059183.1	1078502	1082194	LG2	plus	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	LOC116916948	116916948	protein-coding	XM_032922263.2	XP_032778154.1	1013	
NC_059183.1	1098093	1099663	LG2	minus	uncharacterized protein LOC116916951	LOC116916951	116916951	protein-coding	XM_045170067.1	XP_045026002.1	213	
NC_059183.1	1113790	1115769	LG2	minus	uncharacterized LOC116916960	LOC116916960	116916960	lncRNA	XR_004390960.2			
NC_059183.1	1149549	1154853	LG2	minus	LOW QUALITY PROTEIN: toll-like receptor Tollo	LOC116916946	116916946	protein-coding	XM_045170066.1	XP_045026001.1	1397	
NC_059183.1	1157477	1160340	LG2	plus	uncharacterized LOC116916957, transcript variant X3	LOC116916957	116916957	lncRNA	XR_004390957.2			
NC_059183.1	1174056	1176476	LG2	plus	eukaryotic translation initiation factor 2 subunit 3	LOC116916418	116916418	protein-coding	XM_032921664.2	XP_032777555.1	507	
NC_059183.1	1176488	1177907	LG2	minus	uncharacterized protein LOC116916426	LOC116916426	116916426	protein-coding	XM_032921675.2	XP_032777566.2	222	
NC_059183.1	1179034	1181805	LG2	plus	uncharacterized LOC123470125, transcript variant X3	LOC123470125	123470125	lncRNA	XR_006643630.1			
NC_059183.1	1182604	1187606	LG2	plus	DNA-directed RNA polymerase III subunit RPC2	LOC116916413	116916413	protein-coding	XM_032921659.2	XP_032777550.1	1134	
NC_059183.1	1187614	1189807	LG2	minus	LOW QUALITY PROTEIN: glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	LOC116916419	116916419	protein-coding	XM_032921666.2	XP_032777557.2	501	
NC_059183.1	1190107	1191777	LG2	plus	LOW QUALITY PROTEIN: reticulon-4-interacting protein 1, mitochondrial	LOC116916422	116916422	protein-coding	XM_032921672.2	XP_032777563.2	393	
NC_059183.1	1191740	1193159	LG2	minus	citramalyl-CoA lyase, mitochondrial	LOC116916423	116916423	protein-coding	XM_032921673.2	XP_032777564.2	313	
NC_059183.1	1193200	1194347	LG2	plus	ATP-dependent Clp protease proteolytic subunit, mitochondrial	LOC116916425	116916425	protein-coding	XM_032921674.2	XP_032777565.2	237	
NC_059183.1	1194693	1199471	LG2	plus	sine oculis-binding protein homolog	LOC116916421	116916421	protein-coding	XM_032921668.2	XP_032777559.2	422	
NC_059183.1	1199751	1202995	LG2	plus	LOW QUALITY PROTEIN: GPI ethanolamine phosphate transferase 2	LOC116916414	116916414	protein-coding	XM_032921660.2	XP_032777551.2	853	
NC_059183.1	1202997	1205847	LG2	minus	ubiquitin carboxyl-terminal hydrolase 16	LOC116916415	116916415	protein-coding	XM_045169863.1	XP_045025798.1	739	
NC_059183.1	1206023	1208928	LG2	plus	U3 small nucleolar RNA-associated protein 14 homolog A isoform X1	LOC116916417	116916417	protein-coding	XM_032921663.2	XP_032777554.2	741	
NC_059183.1	1209564	1211816	LG2	plus	uncharacterized protein LOC116916420	LOC116916420	116916420	protein-coding	XM_032921667.2	XP_032777558.1	485	
NC_059183.1	1219493	1228573	LG2	plus	LOW QUALITY PROTEIN: segmentation polarity homeobox protein engrailed	LOC116916223	116916223	protein-coding	XM_032921442.2	XP_032777333.2	528	
NC_059183.1	1234049	1240131	LG2	minus	homeobox protein engrailed-2b	LOC116916224	116916224	protein-coding	XM_032921443.2	XP_032777334.1	422	
NC_059183.1	1273133	1275735	LG2	plus	60S ribosomal protein L23 isoform X2	LOC116916222	116916222	protein-coding	XM_032921441.2	XP_032777332.1	140	
NC_059183.1	1276650	1283740	LG2	minus	LOW QUALITY PROTEIN: THO complex subunit 2	LOC116916220	116916220	protein-coding	XM_032921438.2	XP_032777329.2	1462	
NC_059183.1	1285759	1291312	LG2	plus	uncharacterized protein LOC116916210 isoform X1	LOC116916210	116916210	protein-coding	XM_032921421.2	XP_032777312.2	1101	
NC_059183.1	1293935	1307959	LG2	plus	TWiK family of potassium channels protein 7 isoform X1	LOC116916214	116916214	protein-coding	XM_032921431.2	XP_032777322.2	505	
NC_059183.1	1308267	1311362	LG2	plus	uncharacterized protein LOC116916212 isoform X1	LOC116916212	116916212	protein-coding	XM_032921426.2	XP_032777317.2	858	
NC_059183.1	1311559	1313126	LG2	minus	diphosphoinositol polyphosphate phosphohydrolase 2	LOC116916216	116916216	protein-coding	XM_032921437.2	XP_032777328.1	150	
NC_059183.1	1313593	1316891	LG2	plus	LOW QUALITY PROTEIN: pyridoxal-dependent decarboxylase domain-containing protein 1	LOC116916213	116916213	protein-coding	XM_032921430.2	XP_032777321.2	749	
NC_059183.1	1314954	1315782	LG2	minus	uncharacterized LOC116916219	LOC116916219	116916219	lncRNA	XR_006643433.1			
NC_059183.1	1317720	1324740	LG2	plus	myosin heavy chain 95F isoform X1	LOC116916211	116916211	protein-coding	XM_045169527.1	XP_045025462.1	1272	
NC_059183.1	1324877	1326171	LG2	minus	insulin-like growth factor II isoform X1	LOC116916215	116916215	protein-coding	XM_032921433.2	XP_032777324.2	218	
NC_059183.1	1327403	1334720	LG2	plus	LOW QUALITY PROTEIN: von Willebrand factor A domain-containing protein 8	LOC116916209	116916209	protein-coding	XM_032921420.2	XP_032777311.2	1792	
NC_059183.1	1335810	1337348	LG2	plus	uncharacterized LOC116916217	LOC116916217	116916217	lncRNA	XR_004390490.2			
NC_059183.1	1337721	1345395	LG2	minus	uncharacterized LOC116916218, transcript variant X6	LOC116916218	116916218	lncRNA	XR_004390521.2			
NC_059183.1	1346248	1347339	LG2	minus	uncharacterized protein LOC116916036	LOC116916036	116916036	protein-coding	XM_032921222.2	XP_032777113.2	232	
NC_059183.1	1348209	1349109	LG2	minus	uncharacterized LOC116916264	LOC116916264	116916264	lncRNA	XR_006643214.1			
NC_059183.1	1350279	1352647	LG2	plus	protein bicaudal C homolog 1	LOC116916262	116916262	protein-coding	XM_032921487.2	XP_032777378.2	448	
NC_059183.1	1353160	1353912	LG2	plus	uncharacterized protein LOC123470092	LOC123470092	123470092	protein-coding	XM_045169790.1	XP_045025725.1	164	
NC_059183.1	1356672	1362424	LG2	plus	GTP-binding protein Di-Ras2	LOC116936741	116936741	protein-coding	XM_045169791.1	XP_045025726.1	212	
NC_059183.1	1366210	1370391	LG2	minus	transmembrane and coiled-coil domain-containing protein 4	LOC116916982	116916982	protein-coding	XM_032922307.2	XP_032778198.1	574	
NC_059183.1	1370672	1372164	LG2	plus	eukaryotic translation initiation factor 4E type 3 isoform X1	LOC116916990	116916990	protein-coding	XM_032922319.2	XP_032778210.1	217	
NC_059183.1	1372162	1373554	LG2	minus	probable rRNA-processing protein EBP2	LOC116916989	116916989	protein-coding	XM_032922318.2	XP_032778209.1	328	
NC_059183.1	1373841	1377268	LG2	plus	uncharacterized protein LOC116916981 isoform X1	LOC116916981	116916981	protein-coding	XM_032922306.2	XP_032778197.1	702	
NC_059183.1	1376985	1379142	LG2	minus	sorting nexin-7	LOC116916984	116916984	protein-coding	XM_032922311.2	XP_032778202.1	439	
NC_059183.1	1379324	1384145	LG2	plus	PP2C-like domain-containing protein CG9801 isoform X1	LOC116916980	116916980	protein-coding	XM_045169792.1	XP_045025727.1	740	
NC_059183.1	1385552	1390667	LG2	plus	uncharacterized protein LOC123470255	LOC123470255	123470255	protein-coding	XM_045170331.1	XP_045026266.1	1630	
NC_059183.1	1390755	1395515	LG2	plus	uncharacterized protein LOC116916983 isoform X1	LOC116916983	116916983	protein-coding	XM_032922308.2	XP_032778199.2	540	
NC_059183.1	1395625	1397830	LG2	minus	uncharacterized protein LOC123470093	LOC123470093	123470093	protein-coding	XM_045169797.1	XP_045025732.1	541	
NC_059183.1	1398271	1398342	LG2	plus	tRNA-Glu	Trnae-uuc	116918107	tRNA				
NC_059183.1	1398864	1400965	LG2	plus	growth hormone-inducible transmembrane protein	LOC116916986	116916986	protein-coding	XM_032922312.2	XP_032778203.2	337	
NC_059183.1	1400765	1403251	LG2	minus	bestrophin-4 isoform X1	LOC116916987	116916987	protein-coding	XM_032922313.2	XP_032778204.2	401	
NC_059183.1	1402609	1407075	LG2	plus	JNK1/MAPK8-associated membrane protein isoform X1	LOC116916988	116916988	protein-coding	XM_032922317.2	XP_032778208.2	339	
NC_059183.1	1407303	1415267	LG2	plus	protein dispatched homolog 1	LOC116916979	116916979	protein-coding	XM_032922300.2	XP_032778191.2	1236	
NC_059183.1	1416042	1419881	LG2	plus	uncharacterized protein LOC116936740	LOC116936740	116936740	protein-coding	XM_032943908.2	XP_032799799.2	237	
NC_059183.1	1420666	1422744	LG2	plus	uncharacterized protein LOC116917802 isoform X1	LOC116917802	116917802	protein-coding	XM_032923398.2	XP_032779289.2	462	
NC_059183.1	1422814	1425127	LG2	minus	serine/threonine-protein kinase RIO1	LOC116917801	116917801	protein-coding	XM_032923397.2	XP_032779288.1	529	
NC_059183.1	1425264	1431435	LG2	plus	uncharacterized protein LOC116917800 isoform X1	LOC116917800	116917800	protein-coding	XM_045170184.1	XP_045026119.1	714	
NC_059183.1	1432105	1434486	LG2	plus	uncharacterized LOC123470202	LOC123470202	123470202	lncRNA	XR_006643846.1			
NC_059183.1	1434496	1438637	LG2	minus	tetraspanin-18-like	LOC123470201	123470201	protein-coding	XM_045170191.1	XP_045026126.1	265	
NC_059183.1	1440129	1442755	LG2	plus	LOW QUALITY PROTEIN: protein disulfide-isomerase TMX3	LOC116916170	116916170	protein-coding	XM_045170190.1	XP_045026125.1	439	
NC_059183.1	1442805	1449483	LG2	plus	cyclic nucleotide-gated cation channel beta-3	LOC116916168	116916168	protein-coding	XM_045170189.1	XP_045026124.1	794	
NC_059183.1	1447576	1448968	LG2	plus	putative GPI-anchor transamidase	LOC123466465	123466465	protein-coding	XM_045170332.1	XP_045026267.1	347	
NC_059183.1	1448819	1450318	LG2	minus	tetratricopeptide repeat protein 19 homolog, mitochondrial	LOC116916172	116916172	protein-coding	XM_032921384.2	XP_032777275.2	384	
NC_059183.1	1463163	1464137	LG2	minus	uncharacterized LOC123469619	LOC123469619	123469619	lncRNA	XR_006642879.1			
NC_059183.1	1496915	1499479	LG2	minus	uncharacterized protein LOC116917407	LOC116917407	116917407	protein-coding	XM_045170333.1	XP_045026268.1	809	
NC_059183.1	1499523	1502461	LG2	minus	uncharacterized protein LOC123470257	LOC123470257	123470257	protein-coding	XM_045170334.1	XP_045026269.1	928	
NC_059183.1	1532797	1534126	LG2	minus	uncharacterized gene	LOC116935364	116935364	pseudogene				
NC_059183.1	1565659	1566687	LG2	plus	uncharacterized gene	LOC123470212	123470212	pseudogene				
NC_059183.1	1570741	1572116	LG2	plus	uncharacterized gene	LOC123470220	123470220	pseudogene				
NC_059183.1	1576661	1579247	LG2	minus	uncharacterized protein LOC123470258	LOC123470258	123470258	protein-coding	XM_045170335.1	XP_045026270.1	657	
NC_059183.1	1598912	1601274	LG2	minus	uncharacterized gene	LOC116935038	116935038	pseudogene				
NC_059183.1	1605200	1607178	LG2	plus	uncharacterized gene	LOC123470219	123470219	pseudogene				
NC_059183.1	1613150	1613723	LG2	plus	uncharacterized gene	LOC116917741	116917741	pseudogene				
NC_059183.1	1614380	1618665	LG2	plus	uncharacterized protein LOC123470260	LOC123470260	123470260	protein-coding	XM_045170362.1	XP_045026297.1	1170	
NC_059183.1	1628978	1629575	LG2	plus	uncharacterized protein LOC116917739	LOC116917739	116917739	protein-coding	XM_045170233.1	XP_045026168.1	101	
NC_059183.1	1637974	1639135	LG2	plus	uncharacterized protein LOC116917584	LOC116917584	116917584	protein-coding	XM_045170232.1	XP_045026167.1	121	
NC_059183.1	1639224	1640136	LG2	plus	uncharacterized LOC123470221	LOC123470221	123470221	lncRNA	XR_006643865.1			
NC_059183.1	1644354	1646890	LG2	minus	elongation of very long chain fatty acids protein	LOC116917582	116917582	protein-coding	XM_032923099.2	XP_032778990.1	372	
NC_059183.1	1646107	1647833	LG2	plus	uncharacterized LOC116917587	LOC116917587	116917587	lncRNA	XR_006643864.1			
NC_059183.1	1649441	1655126	LG2	minus	cohesin subunit SA-1 isoform X2	LOC116917581	116917581	protein-coding	XM_032923097.2	XP_032778988.2	1191	
NC_059183.1	1660304	1661669	LG2	minus	COP9 signalosome complex subunit 7b	LOC116917580	116917580	protein-coding	XM_032923096.2	XP_032778987.2	266	
NC_059183.1	1692995	1694014	LG2	minus	uncharacterized protein LOC123470261	LOC123470261	123470261	protein-coding	XM_045170363.1	XP_045026298.1	339	
NC_059183.1	1705756	1706514	LG2	plus	uncharacterized gene	LOC123470198	123470198	pseudogene				
NC_059183.1	1718507	1719888	LG2	minus	uncharacterized LOC116916462	LOC116916462	116916462	lncRNA	XR_004390658.2			
NC_059183.1	1733328	1734409	LG2	plus	uncharacterized gene	LOC116936756	116936756	pseudogene				
NC_059183.1	1749252	1750747	LG2	plus	uncharacterized gene	LOC123470069	123470069	pseudogene				
NC_059183.1	1750809	1751566	LG2	plus	uncharacterized gene	LOC123470265	123470265	pseudogene				
NC_059183.1	1754019	1756842	LG2	plus	uncharacterized gene	LOC116936758	116936758	pseudogene				
NC_059183.1	1780240	1783427	LG2	plus	uncharacterized protein LOC123469747	LOC123469747	123469747	protein-coding	XM_045169026.1	XP_045024961.1	743	
NC_059183.1	1783441	1788719	LG2	plus	uncharacterized protein LOC116934976	LOC116934976	116934976	protein-coding	XM_045169025.1	XP_045024960.1	1089	
NC_059183.1	1788703	1790612	LG2	minus	uncharacterized protein LOC116917172 isoform X1	LOC116917172	116917172	protein-coding	XM_032922545.2	XP_032778436.2	528	
NC_059183.1	1792669	1793478	LG2	minus	uncharacterized LOC116917180	LOC116917180	116917180	lncRNA	XR_004391038.2			
NC_059183.1	1795311	1796120	LG2	plus	zinc finger MYM-type protein 1-like	LOC116917721	116917721	protein-coding	XM_032923314.2	XP_032779205.2	269	
NC_059183.1	1800931	1803126	LG2	plus	uncharacterized protein LOC116917173 isoform X1	LOC116917173	116917173	protein-coding	XM_032922546.2	XP_032778437.1	432	
NC_059183.1	1803412	1806703	LG2	minus	uncharacterized gene	LOC116917729	116917729	pseudogene				
NC_059183.1	1808462	1809665	LG2	plus	uncharacterized LOC116917182	LOC116917182	116917182	lncRNA	XR_004391040.2			
NC_059183.1	1816442	1829220	LG2	plus	serine/threonine-protein kinase par-1	LOC116917766	116917766	protein-coding	XM_032923359.2	XP_032779250.2	1158	
NC_059183.1	1837464	1839523	LG2	plus	replication factor C subunit 2	LOC116915837	116915837	protein-coding	XM_032920972.2	XP_032776863.2	344	
NC_059183.1	1841772	1842619	LG2	plus	uncharacterized gene	LOC116935931	116935931	pseudogene				
NC_059183.1	1842965	1845587	LG2	plus	uncharacterized protein LOC123469726	LOC123469726	123469726	protein-coding	XM_045168938.1	XP_045024873.1	739	
NC_059183.1	1856281	1858553	LG2	minus	uncharacterized gene	LOC116917731	116917731	pseudogene				
NC_059183.1	1860667	1862580	LG2	minus	uncharacterized gene	LOC123470267	123470267	pseudogene				
NC_059183.1	1906289	1907671	LG2	plus	zinc finger BED domain-containing protein DAYSLEEPER-like	LOC116936754	116936754	protein-coding	XM_032943920.1	XP_032799811.1	385	
NC_059183.1	1917152	1918041	LG2	plus	uncharacterized protein LOC116916180	LOC116916180	116916180	protein-coding	XM_045169413.1	XP_045025348.1	224	
NC_059183.1	1918348	1920476	LG2	plus	uncharacterized protein LOC116916231	LOC116916231	116916231	protein-coding	XM_032921448.2	XP_032777339.2	152	
NC_059183.1	1930268	1931980	LG2	minus	zinc finger BED domain-containing protein RICESLEEPER 2	LOC116936753	116936753	protein-coding	XM_032943919.2	XP_032799810.2	182	
NC_059183.1	1932946	1936773	LG2	plus	MFS-type transporter SLC18B1 isoform X1	LOC116917750	116917750	protein-coding	XM_032923341.2	XP_032779232.1	587	
NC_059183.1	1940131	1943122	LG2	minus	eukaryotic translation initiation factor 2A	LOC116917749	116917749	protein-coding	XM_032923340.2	XP_032779231.2	586	
NC_059183.1	1944560	1946077	LG2	minus	uncharacterized protein LOC123470013	LOC123470013	123470013	protein-coding	XM_045169470.1	XP_045025405.1	410	
NC_059183.1	1946201	1947486	LG2	minus	uncharacterized gene	LOC123470014	123470014	pseudogene				
NC_059183.1	1952407	1953889	LG2	minus	serine/arginine repetitive matrix protein 1-like	LOC116917747	116917747	protein-coding	XM_032923338.2	XP_032779229.2	423	
NC_059183.1	1955115	1955574	LG2	plus	uncharacterized LOC116917745	LOC116917745	116917745	lncRNA	XR_006643629.1			
NC_059183.1	1962366	1964860	LG2	plus	uncharacterized gene	LOC116917742	116917742	pseudogene				
NC_059183.1	1974146	1978321	LG2	plus	uncharacterized protein LOC123470017	LOC123470017	123470017	protein-coding	XM_045169482.1	XP_045025417.1	318	
NC_059183.1	1985881	1986797	LG2	plus	uncharacterized protein LOC123469809	LOC123469809	123469809	protein-coding	XM_045169140.1	XP_045025075.1	164	
NC_059183.1	1989579	1990056	LG2	minus	uncharacterized LOC116917746	LOC116917746	116917746	lncRNA	XR_004391252.2			
NC_059183.1	2020733	2030743	LG2	minus	serine/threonine-protein kinase ATG1c isoform X1	LOC116917155	116917155	protein-coding	XM_032922524.2	XP_032778415.2	646	
NC_059183.1	2030851	2033254	LG2	plus	uncharacterized LOC116917156, transcript variant X4	LOC116917156	116917156	lncRNA	XR_004391035.2			
NC_059183.1	2034818	2036959	LG2	minus	uncharacterized LOC123469970, transcript variant X2	LOC123469970	123469970	lncRNA	XR_006643261.1			
